ID,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seats_Available
122,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1592","RAJADHANI AC (CONVERTED METRO LUXURY)",19:00:00,"05h 35m",00:35:00,2,480.00,36
123,"PNBS-VJA to Central Bus Station (CBS)",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 41131","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10:00,"05h 30m",00:40:00,3.9,396.00,33
124,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 30110","GARUDA PLUS (VOLVO / BENZ A.C Multi Axle)",19:20:00,"05h 40m",01:00:00,3.8,533.00,41
125,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 41110","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30:00,"06h 10m",01:40:00,3.5,396.00,33
126,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 30962","RAJDHANI (A.C. Semi Sleeper)",19:30:00,"06h 30m",02:00:00,2.5,480.00,37
127,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1448","GARUDA PLUS (VOLVO / BENZ A.C Multi Axle)",19:40:00,"05h 40m",01:20:00,3.4,533.00,41
128,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 41362","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50:00,"06h 10m",02:00:00,3.9,396.00,33
129,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1637","GARUDA PLUS (VOLVO / BENZ A.C Multi Axle)",20:00:00,"05h 40m",01:40:00,3.4,533.00,41
130,"PNBS-VJA to Vanasthalipuram",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 41331","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10:00,"04h 45m",00:55:00,3.8,396.00,33
131,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1450","RAJADHANI AC (CONVERTED METRO LUXURY)",20:40:00,"05h 35m",02:15:00,2.6,480.00,36
132,"PNBS-VJA to Central Bus Station (CBS)",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 7770","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45:00,"05h 30m",02:15:00,5,352.00,27
133,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 41562","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50:00,"06h 10m",03:00:00,3.8,396.00,33
134,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 13762",eGARUDA,21:00:00,"06h 10m",03:10:00,4.4,533.00,35
135,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 41531","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10:00,"04h 35m",01:45:00,3.5,396.00,33
136,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 30310","LAHARI A/C SLEEPER CUM SEATER",21:20:00,"05h 50m",03:10:00,3.8,536.00,35
137,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 41762","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30:00,"06h 20m",03:50:00,3.4,396.00,30
138,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1049","RAJDHANI (A.C. Semi Sleeper)",21:40:00,"04h 20m",02:00:00,3,480.00,37
139,"PNBS-VJA to Central Bus Station (CBS)",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 7742","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45:00,"06h 00m",03:45:00,4.4,396.00,33
140,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 14562",eGARUDA,22:00:00,"06h 10m",04:10:00,3.6,533.00,33
141,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 9883","Lahari Non A/C Sleeper Cum Seater",22:10:00,"06h 10m",04:20:00,4.1,442.00,44
142,"PNBS-VJA to Central Bus Station (CBS)",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 7774","Lahari Non A/C Sleeper Cum Seater",22:10:00,"05h 20m",03:30:00,4,545.00,39
143,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1404","RAJDHANI (A.C. Semi Sleeper)",22:20:00,"05h 40m",04:00:00,3.3,480.00,37
144,"PNBS-VJA to Central Bus Station (CBS)",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 8003","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30:00,"06h 30m",05:00:00,2.4,396.00,29
145,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 31162","RAJDHANI (A.C. Semi Sleeper)",22:30:00,"06h 30m",05:00:00,2.9,480.00,37
146,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1917","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30:00,"05h 00m",03:30:00,4,396.00,33
147,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40377","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30:00,"04h 50m",03:20:00,3.8,440.00,33
148,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 30510","LAHARI A/C SLEEPER CUM SEATER",22:40:00,"05h 35m",04:15:00,4.2,536.00,35
149,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 41962","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50:00,"06h 10m",05:00:00,4.1,396.00,31
150,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 14762",eGARUDA,23:00:00,"06h 10m",05:10:00,4,533.00,35
151,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1824","RAJDHANI (A.C. Semi Sleeper)",23:00:00,"04h 35m",03:35:00,3.5,480.00,37
152,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 9885","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10:00,"06h 10m",05:20:00,3.9,396.00,33
153,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1616","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:25:00,"05h 00m",04:25:00,4,396.00,31
154,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 41731","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30:00,"04h 50m",04:20:00,3.8,396.00,33
155,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 16362",eGARUDA,23:30:00,"06h 10m",05:40:00,3.7,533.00,35
156,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1586","RAJDHANI (A.C. Semi Sleeper)",23:40:00,"04h 35m",04:15:00,3,480.00,37
157,"PNBS-VJA to Central Bus Station (CBS)",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 7762","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55:00,"04h 55m",04:50:00,3.5,396.00,31
158,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1470","RAJDHANI (A.C. Semi Sleeper)",23:59:00,"05h 41m",05:40:00,3.3,480.00,37
159,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",23:45:00,"06h 15m",06:00:00,4.7,497.00,34
160,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",23:25:00,"07h 00m",06:25:00,4.6,450.00,35
161,"Tadepalli to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,"Electric A/C Seater (2+2)",22:30:00,"06h 50m",05:20:00,4.6,450.00,24
162,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"AdSri Sanvi Tours and Travels","A/C Sleeper (2+1)",23:25:00,"05h 52m",05:17:00,4.7,674.00,25
163,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"GMRK Tours and Travels","Volvo A/C Semi Sleeper (2+2)",23:45:00,"06h 10m",05:55:00,4.7,409.00,34
164,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,"Electric A/C Seater (2+2)",17:30:00,"06h 35m",00:05:00,4.6,450.00,41
165,"Varadhi to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,"Electric A/C Seater (2+2)",16:20:00,"06h 45m",23:05:00,4.6,450.00,27
166,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",23:50:00,"06h 20m",06:10:00,4.6,387.00,33
167,"Tadepalli to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,"Electric A/C Seater (2+2)",21:30:00,"06h 35m",04:05:00,4.5,450.00,33
168,"Bhavanipuram to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,"Electric A/C Seater (2+2)",10:15:00,"06h 45m",17:00:00,4.6,500.00,27
169,"Benz Circle - Reliance trends to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,"Electric A/C Seater (2+2)",23:25:00,"06h 30m",05:55:00,4.5,450.00,30
170,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,"Electric A/C Seater (2+2)",11:40:00,"06h 55m",18:35:00,4.6,500.00,42
171,"Rtc bus stand to Ramoji Film City",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,"Electric A/C Seater (2+2)",12:30:00,"05h 10m",17:40:00,4.6,500.00,41
172,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Zingbus Plus","A/C Seater / Sleeper (2+1)",22:50:00,"06h 50m",05:40:00,4.6,387.00,32
173,"Bhavanipuram to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",10:15:00,"06h 45m",17:00:00,4.5,332.00,26
174,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","AC Sleeper (2+1)",23:40:00,"06h 50m",06:30:00,4.5,595.00,26
175,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,"Electric A/C Seater (2+2)",11:00:00,"07h 10m",18:10:00,4.5,500.00,33
176,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sri Durga Malleswari Travels","A/C Sleeper (2+1)",22:30:00,"07h 15m",05:45:00,4.5,827.00,18
177,"NTR Circle to LB Nagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",21:50:00,"06h 15m",04:05:00,4.4,332.00,30
178,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",16:00:00,"06h 42m",22:42:00,4.3,379.00,23
179,"NTR Circle to LB Nagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",22:35:00,"06h 35m",05:10:00,4.3,380.00,31
180,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater/Sleeper (2+1)",23:00:00,"07h 30m",06:30:00,4.2,380.00,19
181,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Svkdt travels","A/C Sleeper (2+1)",23:20:00,"06h 54m",06:14:00,4.3,672.00,22
182,"VJA RTC BUS STAND to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sri KVR Travels","A/C Sleeper (2+1)",23:45:00,"05h 50m",05:35:00,4.3,696.00,22
183,"Tadepalli to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Yolo Bus","A/C Seater / Sleeper (2+1)",23:24:00,"06h 19m",05:43:00,4.2,450.00,24
184,"Tadepalli to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","A/C Sleeper (2+1)",23:45:00,"06h 15m",06:00:00,4.6,726.00,23
185,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","Scania AC Multi Axle Sleeper (2+1)",23:20:00,"06h 35m",05:55:00,4.2,595.00,32
186,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",14:35:00,"07h 25m",22:00:00,4.1,356.00,19
187,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",23:00:00,"06h 45m",05:45:00,4.5,461.00,35
188,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",13:00:00,"06h 42m",19:42:00,4.2,379.00,22
189,"Ramavarapadu Ring Road to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"BSR Tours And Travels","VE A/C Sleeper (2+1)",23:50:00,"06h 25m",06:15:00,4.6,880.00,15
190,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",10:35:00,"07h 25m",18:00:00,4.1,332.00,33
191,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",22:30:00,"07h 30m",06:00:00,4,332.00,37
192,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sri Sai Srinivasa Travels","Non A/C Seater / Sleeper (2+1)",22:00:00,"06h 57m",04:57:00,4.4,550.00,24
193,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Svkdt travels","A/C Sleeper (2+1)",23:00:00,"06h 50m",05:50:00,4.1,667.00,22
194,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",11:35:00,"07h 25m",19:00:00,4,332.00,23
195,"Gollapudi to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sri KVR Travels","Non A/C Seater / Sleeper (2+1)",23:30:00,"06h 15m",05:45:00,4.2,450.00,24
196,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sri Durga Malleswari Travels","A/C Sleeper (2+1)",22:30:00,"07h 25m",05:55:00,4.1,827.00,23
197,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Svkdt travels","A/C Seater / Sleeper (2+1)",22:45:00,"06h 55m",05:40:00,4.1,580.00,12
198,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater/Sleeper (2+1)",21:30:00,"07h 50m",05:20:00,4,380.00,18
199,"Varadhi Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",22:45:00,"07h 12m",05:57:00,4.1,389.00,28
200,"Sithara Center to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sri KVR Travels","NON A/C Sleeper (2+1)",23:20:00,"06h 05m",05:25:00,3.9,530.00,27
201,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Tirumala Xpress","A/C Sleeper (2+1)",23:20:00,"06h 50m",06:10:00,3.9,555.00,31
202,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater/Sleeper (2+1)",10:10:00,"07h 40m",17:50:00,4,332.00,24
203,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"V Kaveri Travels","A/C Seater / Sleeper (2+1)",23:05:00,"06h 45m",05:50:00,3.9,560.00,26
204,"Ramavarappadu Ring to Bharath Nagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"J GAGANA TRAVELS","A/C Seater / Sleeper (2+1)",00:30:00,"05h 00m",05:30:00,0,580.00,31
205,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Anjani Bus","A/C Seater / Sleeper (2+1)",23:15:00,"06h 33m",05:48:00,3.8,499.00,31
206,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",23:25:00,"07h 30m",06:55:00,4.1,332.00,43
207,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Royal Varma Travels","A/C Sleeper (2+1)",22:28:00,"06h 49m",05:17:00,4.5,1080.00,26
208,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","VE A/C Seater / Sleeper (2+1)",23:05:00,"06h 35m",05:40:00,4.7,458.00,31
209,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sai RK Travels","Non A/C Seater / Sleeper (2+1)",22:10:00,"07h 20m",05:30:00,3.8,560.00,30
210,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Orange Tours And Travels","NON A/C Sleeper (2+1)",23:10:00,"06h 52m",06:02:00,3.8,700.00,19
211,"Varadhi Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",23:59:00,"07h 13m",07:12:00,3.7,389.00,37
212,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Orange Tours And Travels","Bharat Benz A/C Sleeper (2+1)",23:45:00,"06h 30m",06:15:00,3.7,800.00,18
213,"Tadepalli to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Morning Star Travels","A/C Sleeper (2+1)",22:40:00,"07h 10m",05:50:00,3.7,690.00,16
214,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Orange Tours And Travels","Bharat Benz A/C Seater /Sleeper (2+1)",23:15:00,"07h 30m",06:45:00,3.6,600.00,37
215,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Orange Tours And Travels","Bharat Benz A/C Sleeper (2+1)",23:55:00,"05h 50m",05:45:00,3.8,800.00,24
216,"Ramavarapadu Ring Road to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",23:50:00,"07h 22m",07:12:00,3.9,508.00,21
217,"Kummaripalem to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Pavan Tours and Travels","A/C Sleeper (2+1)",23:10:00,"06h 05m",05:15:00,4.5,570.00,20
218,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"LVP Travels","A/C Seater / Sleeper (2+1)",22:57:00,"06h 33m",05:30:00,4,550.00,29
219,"NTR Circle to Secunderabad",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sri Durga Malleswari Travels","A/C Seater / Sleeper (2+1)",22:40:00,"06h 50m",05:30:00,3.7,551.00,26
220,"Panamaluru to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sri Venkata Padmavathi Travels","Non A/C Seater / Sleeper (2+1)",22:20:00,"07h 40m",06:00:00,4,630.00,31
221,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sri Atluri Travels","A/C Seater / Sleeper (2+1)",23:00:00,"05h 45m",04:45:00,4,610.00,28
222,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Shyamoli Paribahan Pvt Ltd","Scania Multi-Axle AC Semi Sleeper (2+2)",23:40:00,"06h 25m",06:05:00,4.1,522.50,46
223,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)",22:50:00,"07h 30m",06:20:00,3,500.00,37
224,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",23:35:00,"06h 52m",06:27:00,3.9,448.00,20
225,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Zingbus Plus","A/C Sleeper (2+1)",23:55:00,"06h 55m",06:50:00,4.8,658.00,24
226,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Orange Tours And Travels","NON A/C Sleeper (2+1)",23:00:00,"06h 30m",05:30:00,3.6,800.00,28
227,"Bandar Road to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sudha Sri Tours and Travels","A/C Sleeper (2+1)",23:10:00,"06h 37m",05:47:00,4,699.00,21
228,"Ramavarapadu Ring Road to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Holidays Tours and Travels","A/C Seater / Sleeper (2+1)",23:45:00,"06h 03m",05:48:00,4.9,549.00,31
229,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Morning Star Travels","A/C Sleeper (2+1)",23:10:00,"06h 25m",05:35:00,3.1,690.00,23
230,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,"Electric A/C Seater (2+2)",11:30:00,"06h 52m",18:22:00,3.6,379.00,22
231,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Nani Svkdt Travels","A/C Sleeper (2+1)",23:20:00,"06h 06m",05:26:00,3.4,740.00,21
232,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Kaveri Travels","A/C Volvo B11R Multi-Axle Sleeper (2+1)",23:57:00,"06h 03m",06:00:00,3.8,790.00,25
233,"Ramavarapadu Ring Road to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Morning Star Travels","A/C Sleeper (2+1)",23:50:00,"06h 25m",06:15:00,3.1,890.00,25
234,"Old RTC Bus Stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Go Tour Travels and Holidays","A/C Seater / Sleeper (2+1)",23:55:00,"06h 05m",06:00:00,3.6,690.00,27
235,"Ramavarapadu Ring Road to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"KKaveri Travels","Non A/C Seater / Sleeper (2+1)",23:00:00,"06h 45m",05:45:00,3.4,600.00,20
236,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Eswar Travels","A/C Seater / Sleeper (2+1)",22:55:00,"06h 55m",05:50:00,3.9,600.00,26
237,"Ramavarapadu Ring Road to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"GO BUS","Non A/C Seater / Sleeper (2+1)",23:20:00,"06h 50m",06:10:00,4.3,475.00,25
238,"Benz Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"AVR Travels","A/C Seater / Sleeper (2+1)",23:00:00,"06h 45m",05:45:00,2.7,449.00,22
239,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Nani’s Sai Krishna Travels","Non A/C Seater / Sleeper (2+1)",22:40:00,"06h 55m",05:35:00,3.8,600.00,29
240,"Ramavarappadu Ring to LB Nagar Metro Station",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Mahi Trans Solutions","Non A/C Seater / Sleeper (2+1)",00:30:00,"04h 45m",05:15:00,4,780.00,30
241,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Sai Srinivasa Travels","A/C Sleeper (2+1)",22:35:00,"07h 10m",05:45:00,3.7,700.00,23
242,"Ramavarapadu Ring Road to LB Nagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"V Kaveri Travels","Non A/C Seater / Sleeper (2+1)",22:45:00,"06h 15m",05:00:00,3.5,600.00,27
243,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Orange Tours And Travels","A/C Sleeper (2+1)",00:45:00,"06h 15m",07:00:00,3.9,800.00,20
244,"Ramavarapadu Ring Road to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Mayuri Travels","A/C Sleeper (2+1)",23:55:00,"06h 45m",06:40:00,3.7,780.00,24
245,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Orange Tours And Travels","A/C Sleeper (2+1)",23:30:00,"06h 30m",06:00:00,2.7,900.00,21
246,"NTR Circle to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)",00:30:00,"06h 50m",07:20:00,3,500.00,24
247,"Kummaripalem to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"Varun Travels","Scania AC Multi Axle Sleeper (2+1)",23:25:00,"05h 45m",05:10:00,3.8,750.00,25
